state,location,mean_SQ_fg,total_DNA_ng,ratio_Fvfg_DNAng,year,pass,range,rep,cultivar,trt,product,stand_count,pl_pop_a,pl_pop_ha,wm_dx,rr_di,rr_ds,rr_dx,rdw_g,sdw_g,f_dx,yield_bua,yield_kgha,plant_date,seed_rate_a,seed_rate_ha,row_space_in,row_space_m,soil_type,sds_history,scn_history,irrigation,tillage,prev_crop,scn_count_rep
MI,ALLEGAN,195.3740446,124.3677086,1.747788849,2023,8,30,1,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.51193584,4338.427685,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,40
MI,ALLEGAN,195.3740446,124.3677086,1.747788849,2023,12,31,1,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.35052568,3722.322852,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,40
MI,ALLEGAN,195.3740446,124.3677086,1.747788849,2023,9,30,1,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.17685892,4315.893763,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,40
MI,ALLEGAN,57.90280987,91.66130721,0.631544522,2023,7,31,2,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.07935443,4174.836585,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,ALLEGAN,57.90280987,91.66130721,0.631544522,2023,8,32,2,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.38537278,4060.91632,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,ALLEGAN,57.90280987,91.66130721,0.631544522,2023,8,31,2,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.00324926,3967.968513,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,ALLEGAN,57.90280987,91.66130721,0.631544522,2023,10,31,2,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.21653859,3511.56222,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,ALLEGAN,57.90280987,91.66130721,0.631544522,2023,9,31,2,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.71900574,4823.103136,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,ALLEGAN,57.90280987,91.66130721,0.631544522,2023,9,32,2,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.55109385,3063.311062,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,ALLEGAN,57.90280987,91.66130721,0.631544522,2023,7,32,2,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.16586061,3440.904126,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,ALLEGAN,57.90280987,91.66130721,0.631544522,2023,10,32,2,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.67527967,3138.912558,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,ALLEGAN,279.4198351,140.5283428,2.303485058,2023,8,33,3,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.28387068,4255.840303,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,ALLEGAN,279.4198351,140.5283428,2.303485058,2023,11,33,3,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.24921511,4388.009716,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,ALLEGAN,279.4198351,140.5283428,2.303485058,2023,7,33,3,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.58122599,4679.337448,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,ALLEGAN,279.4198351,140.5283428,2.303485058,2023,9,33,3,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.47755916,4537.865854,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,ALLEGAN,279.4198351,140.5283428,2.303485058,2023,11,32,3,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.28791197,3718.11208,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,ALLEGAN,279.4198351,140.5283428,2.303485058,2023,10,33,3,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.561195,2660.490364,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,ALLEGAN,279.4198351,140.5283428,2.303485058,2023,12,32,3,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.74142399,4286.610763,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,ALLEGAN,279.4198351,140.5283428,2.303485058,2023,12,33,3,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.72987718,4420.33424,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,ALLEGAN,200.0923244,156.9208047,1.275691485,2023,12,35,4,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.0572663,4711.351159,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,40
MI,ALLEGAN,200.0923244,156.9208047,1.275691485,2023,8,34,4,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.65276651,3944.398548,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,40
MI,ALLEGAN,200.0923244,156.9208047,1.275691485,2023,11,35,4,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.64235622,3741.948456,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,40
MI,ALLEGAN,200.0923244,156.9208047,1.275691485,2023,11,34,4,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.39172665,4532.093617,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,40
MI,ALLEGAN,200.0923244,156.9208047,1.275691485,2023,9,34,4,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.64627405,3943.96193,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,40
MI,ALLEGAN,200.0923244,156.9208047,1.275691485,2023,10,34,4,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.401312,2784.238232,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,40
MI,ALLEGAN,200.0923244,156.9208047,1.275691485,2023,12,34,4,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.47483837,5075.682881,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,40
MI,ALLEGAN,200.0923244,156.9208047,1.275691485,2023,7,34,4,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.17575094,4181.319251,5/22/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,40
MI,HILLSDALE,519.8934606,81.15240804,6.613721473,2023,6,32,1,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.92715689,4231.851301,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,519.8934606,81.15240804,6.613721473,2023,8,32,1,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.63944064,3203.752383,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,519.8934606,81.15240804,6.613721473,2023,9,32,1,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.47580479,3865.247872,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,519.8934606,81.15240804,6.613721473,2023,7,32,1,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.04996841,2962.360375,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,519.8934606,81.15240804,6.613721473,2023,5,32,1,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.18238343,2433.265286,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,519.8934606,81.15240804,6.613721473,2023,9,33,1,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.09342003,2158.282497,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,519.8934606,81.15240804,6.613721473,2023,8,33,1,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.63611321,2665.528614,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,519.8934606,81.15240804,6.613721473,2023,4,32,1,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.98331418,3092.377879,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,652.57553,77.4880347,8.428309236,2023,6,33,2,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.6215025,4682.046043,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,652.57553,77.4880347,8.428309236,2023,5,33,2,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.04221522,4441.338974,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,652.57553,77.4880347,8.428309236,2023,1,34,2,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.02290496,2220.790358,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,652.57553,77.4880347,8.428309236,2023,2,33,2,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.4921532,3261.097303,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,652.57553,77.4880347,8.428309236,2023,1,33,2,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.57354016,1988.820576,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,652.57553,77.4880347,8.428309236,2023,7,33,2,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.27863231,2170.738023,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,652.57553,77.4880347,8.428309236,2023,4,33,2,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1586568,2297.16967,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,652.57553,77.4880347,8.428309236,2023,3,33,2,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.13807593,3237.285606,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,678.526245,103.1143434,6.695087126,2023,2,34,3,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.98651848,3361.593368,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,678.526245,103.1143434,6.695087126,2023,9,34,3,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.79771866,4626.64658,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,678.526245,103.1143434,6.695087126,2023,4,34,3,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.85475394,1805.982203,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,678.526245,103.1143434,6.695087126,2023,7,34,3,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.34500878,3116.70184,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,678.526245,103.1143434,6.695087126,2023,5,34,3,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.95030762,2081.408187,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,678.526245,103.1143434,6.695087126,2023,6,34,3,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.22439772,2368.840747,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,678.526245,103.1143434,6.695087126,2023,8,34,3,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.07087174,2493.016125,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,678.526245,103.1143434,6.695087126,2023,3,34,3,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.59329109,2460.898826,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,1184.753228,104.1033503,10.77091152,2023,7,35,4,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.74830627,4421.573597,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,1184.753228,104.1033503,10.77091152,2023,4,35,4,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.30577912,4122.813646,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,1184.753228,104.1033503,10.77091152,2023,6,35,4,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.17988039,3509.096956,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,1184.753228,104.1033503,10.77091152,2023,3,35,4,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.76091092,2135.921259,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,1184.753228,104.1033503,10.77091152,2023,8,35,4,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8384337,2611.884666,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,1184.753228,104.1033503,10.77091152,2023,5,35,4,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.17624815,3239.852688,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,1184.753228,104.1033503,10.77091152,2023,9,35,4,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.84867498,3016.073392,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,HILLSDALE,1184.753228,104.1033503,10.77091152,2023,2,35,4,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.08287172,3233.573123,5/23/2023,160000,395368,15,0.381,silt_loam,y,n,n,y,corn,0
MI,INGHAM,567.1931826,89.60103199,7.419324444,2023,2,32,1,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.31819048,3518.39831,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,60
MI,INGHAM,567.1931826,89.60103199,7.419324444,2023,1,31,1,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.46209084,4335.075609,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,60
MI,INGHAM,567.1931826,89.60103199,7.419324444,2023,1,32,1,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.40078172,4129.202571,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,60
MI,INGHAM,567.1931826,89.60103199,7.419324444,2023,3,31,1,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.17443092,3710.480479,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,60
MI,INGHAM,567.1931826,89.60103199,7.419324444,2023,4,32,1,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.06899597,3770.639979,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,60
MI,INGHAM,567.1931826,89.60103199,7.419324444,2023,2,31,1,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.72259346,3545.59441,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,60
MI,INGHAM,567.1931826,89.60103199,7.419324444,2023,3,32,1,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.67803969,3811.598169,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,60
MI,INGHAM,567.1931826,89.60103199,7.419324444,2023,5,32,1,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.99261399,3496.503291,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,60
MI,INGHAM,454.5768672,123.657269,3.751936061,2023,10,33,2,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.03689,4306.480853,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,80
MI,INGHAM,454.5768672,123.657269,3.751936061,2023,6,32,2,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.27146775,4187.756206,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,80
MI,INGHAM,454.5768672,123.657269,3.751936061,2023,9,33,2,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.19089196,3913.337484,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,80
MI,INGHAM,454.5768672,123.657269,3.751936061,2023,9,32,2,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.25316243,3648.525173,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,80
MI,INGHAM,454.5768672,123.657269,3.751936061,2023,10,32,2,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.39796782,3591.013336,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,80
MI,INGHAM,454.5768672,123.657269,3.751936061,2023,8,32,2,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.78282748,4020.395148,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,80
MI,INGHAM,454.5768672,123.657269,3.751936061,2023,8,33,2,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.69866638,3812.985314,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,80
MI,INGHAM,454.5768672,123.657269,3.751936061,2023,7,32,2,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.49271255,4202.634919,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,80
MI,INGHAM,517.7986724,90.95273706,5.675500014,2023,6,33,3,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.25359864,4321.054509,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,INGHAM,517.7986724,90.95273706,5.675500014,2023,7,33,3,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.7696867,3078.011431,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,INGHAM,517.7986724,90.95273706,5.675500014,2023,5,33,3,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.69054491,3879.689145,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,INGHAM,517.7986724,90.95273706,5.675500014,2023,2,33,3,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.62990173,3539.360891,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,INGHAM,517.7986724,90.95273706,5.675500014,2023,1,34,3,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.02216999,3700.240932,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,INGHAM,517.7986724,90.95273706,5.675500014,2023,3,33,3,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.9337952,3963.297727,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,INGHAM,517.7986724,90.95273706,5.675500014,2023,4,33,3,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4340285,3795.188417,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,INGHAM,517.7986724,90.95273706,5.675500014,2023,1,33,3,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.994429,4236.37535,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,INGHAM,308.6285245,104.8399641,3.014108299,2023,2,34,4,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.51240716,4271.209381,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,INGHAM,308.6285245,104.8399641,3.014108299,2023,7,34,4,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.10553374,3100.597144,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,INGHAM,308.6285245,104.8399641,3.014108299,2023,6,34,4,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.13845583,3506.311154,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,INGHAM,308.6285245,104.8399641,3.014108299,2023,4,34,4,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.83125147,3889.151662,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,INGHAM,308.6285245,104.8399641,3.014108299,2023,3,34,4,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.39354541,3792.465929,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,INGHAM,308.6285245,104.8399641,3.014108299,2023,5,34,4,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.92010113,3962.376801,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,INGHAM,308.6285245,104.8399641,3.014108299,2023,9,34,4,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.17294665,4113.880662,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,INGHAM,308.6285245,104.8399641,3.014108299,2023,8,34,4,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.51835027,4540.609056,5/10/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,15.16852249,74.23496859,0.206202044,2023,17,32,1,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.85057335,4966.451058,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,15.16852249,74.23496859,0.206202044,2023,18,32,1,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.79591193,4559.275077,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,15.16852249,74.23496859,0.206202044,2023,12,32,1,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.43840287,3862.732593,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,15.16852249,74.23496859,0.206202044,2023,11,32,1,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.53101728,4541.460912,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,15.16852249,74.23496859,0.206202044,2023,13,32,1,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.591978,2864.310521,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,15.16852249,74.23496859,0.206202044,2023,16,32,1,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.10828194,3168.031961,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,15.16852249,74.23496859,0.206202044,2023,15,32,1,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.05810753,3635.407732,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,15.16852249,74.23496859,0.206202044,2023,14,32,1,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.61475266,3538.342117,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,47.70898292,95.87907567,0.515511145,2023,14,33,2,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.22432979,3108.586179,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,47.70898292,95.87907567,0.515511145,2023,16,33,2,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.93251027,4568.461316,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,47.70898292,95.87907567,0.515511145,2023,12,33,2,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.20045903,3779.48087,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,47.70898292,95.87907567,0.515511145,2023,17,33,2,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.6740441,4618.329466,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,47.70898292,95.87907567,0.515511145,2023,18,33,2,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5213083,4271.807983,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
